date,close,news_score
2024-02-20,181.56,0.0526315789473684
2024-02-21,182.32,0.2413793103448276
2024-02-22,184.37,0.2
2024-02-23,182.52,0.0833333333333333
2024-02-26,181.16,0.12
2024-02-27,182.63,0.0476190476190476
2024-02-28,181.42,0.0
2024-02-29,180.75,-0.0555555555555555
2024-03-01,179.66,-0.3157894736842105
2024-03-04,175.1,-0.037037037037037
2024-03-05,170.12,-0.25
2024-03-06,169.12,0.0666666666666666
2024-03-07,169.0,-0.0526315789473684
2024-03-08,170.73,0.0588235294117647
2024-03-11,172.75,-0.0555555555555555
2024-03-12,173.23,-0.2307692307692308
2024-03-13,171.13,0.25
2024-03-14,173.0,0.3
2024-03-15,172.62,0.0588235294117647
2024-03-18,173.72,-0.1666666666666667
2024-03-19,176.08,0.1666666666666667
2024-03-20,178.67,-0.125
2024-03-21,171.37,-0.1428571428571428
2024-03-22,172.28,-0.2424242424242424
2024-03-25,170.85,0.0
2024-03-26,169.71,0.0
2024-03-27,173.31,-0.1428571428571428
2024-03-28,171.48,0.1666666666666667
2024-04-01,170.03,-0.25
2024-04-02,168.84,0.0
2024-04-03,169.65,0.1428571428571428
2024-04-04,168.82,-0.1666666666666667
2024-04-05,169.58,0.2222222222222222
2024-04-08,168.45,0.0
2024-04-09,169.67,-0.1428571428571428
2024-04-10,167.78,0.2142857142857143
2024-04-11,175.04,0.125
2024-04-12,176.55,0.3333333333333333
2024-04-15,172.69,-0.1818181818181818
2024-04-16,169.38,0.0
2024-04-17,168.0,-0.15
2024-04-18,167.04,0.2
2024-04-19,165.0,0.0344827586206896
2024-04-22,165.84,0.25
2024-04-23,166.9,0.2857142857142857
2024-04-24,169.02,0.3333333333333333
2024-04-25,169.89,-0.2105263157894737
2024-04-26,169.3,0.375
2024-04-29,173.5,0.3157894736842105
2024-04-30,170.33,0.0869565217391304
2024-05-01,169.3,0.125
2024-05-02,173.03,0.3333333333333333
2024-05-03,183.38,0.1428571428571428
2024-05-06,181.71,-0.0625
2024-05-07,182.4,0.2
2024-05-08,182.74,0.1363636363636364
2024-05-09,184.57,0.3333333333333333
2024-05-10,183.05,0.16
2024-05-13,186.28,0.1578947368421053
2024-05-14,187.43,0.3076923076923077
2024-05-15,189.72,0.4347826086956522
2024-05-16,189.84,0.1052631578947368
2024-05-17,189.87,0.1818181818181818
2024-05-20,191.04,-0.0666666666666666
2024-05-21,192.35,0.2272727272727273
2024-05-22,190.9,0.1666666666666667
2024-05-23,186.88,0.0952380952380952
2024-05-24,189.98,0.3333333333333333
2024-05-28,189.99,0.3
2024-05-29,190.29,0.25
