date,market_return,short_signal,one_day_position,one_day_return,one_day_equity,three_day_position,three_day_return,three_day_equity,benchmark_equity
2024-03-15,-0.0021965317919074,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8965875447982145
2024-03-18,0.0063723786351523,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.9023009401132304
2024-03-19,0.0135850794381764,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.9145587700618099
2024-03-20,0.0147092230804177,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.9280112190308015
2024-03-21,-0.0408574466894273,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8900950501220601
2024-03-22,0.0053101476337749,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.8948215862463006
2024-03-25,-0.0083004411423265,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8873941723367799
2024-03-26,-0.0066725197541702,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8814730171921272
2024-03-27,0.0212126568852748,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.9001714018594518
2024-03-28,-0.0105591137268479,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8906663896535617
2024-04-01,-0.0084557965943549,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8831350958292228
2024-04-02,-0.0069987649238369,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8769542408975239
2024-04-03,0.0047974413646054,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.8811613774476719
2024-04-04,-0.0048924255820808,0,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8768503609827053
2024-04-05,0.0045018362753228,0,0,0.0,1.0402134356870176,0,0.0,1.0175446360660108,0.8807977977458071
2024-04-08,-0.0066635216417031,1,0,-0.0,1.0402134356870176,0,-0.0,1.0175446360660108,0.8749285825585634
2024-04-09,0.0072425051944196,0,-1,-0.0077425051944196,1.0321595777579058,-1,-0.0077425051944196,1.009666291435716,0.88126525736249
2024-04-10,-0.0111392703483231,0,0,-0.0005,1.031643497969027,-1,0.0111392703483231,1.020913237217607,0.8714486054121446
2024-04-11,0.0432709500536416,0,0,0.0,1.031643497969027,-1,-0.0432709500536416,0.9767373515208625,0.9091570144912492
2024-04-12,0.0086265996343692,0,0,0.0,1.031643497969027,0,-0.0005,0.9762489828451021,0.9169999480600437
2024-04-15,-0.021863494760691,0,0,-0.0,1.031643497969027,0,-0.0,0.9762489828451021,0.896951124500079
2024-04-16,-0.01916729399502,0,0,-0.0,1.031643497969027,0,-0.0,0.9762489828451021,0.8797589985976221
2024-04-17,-0.0081473609635139,0,0,-0.0,1.031643497969027,0,-0.0,0.9762489828451021,0.8725912844751478
2024-04-18,-0.0057142857142857,0,0,-0.0,1.031643497969027,0,-0.0,0.9762489828451021,0.8676050485638612
2024-04-19,-0.0122126436781608,0,0,-0.0,1.031643497969027,0,-0.0,0.9762489828451021,0.8570092972523774
2024-04-22,0.005090909090909,0,0,0.0,1.031643497969027,0,0.0,0.9762489828451021,0.8613722536747531
2024-04-23,0.0063917028461166,1,0,0.0,1.031643497969027,0,0.0,0.9762489828451021,0.866877889160132
2024-04-24,0.012702216896345,1,-1,-0.013202216896345001,1.0180235167491358,-1,-0.013202216896345001,0.9633603320287448,0.8778891601308898
2024-04-25,0.0051473198438052,0,-1,-0.0051473198438052,1.0127834240999125,-1,-0.0051473198438052,0.9584016082749585,0.8824079364254931
2024-04-26,-0.0034728353640589,0,0,-0.0005,1.0122770323878627,-1,0.0034728353640589,0.9617299792731467,0.8793434789383484
2024-04-29,0.0248080330773774,0,0,0.0,1.0122770323878627,-1,-0.0248080330773774,0.937871350135833,0.9011582610502271
2024-04-30,-0.0182708933717578,0,0,-0.0,1.0122770323878627,0,-0.0005,0.9374024144607651,0.8846932945514997
2024-05-01,-0.0060470850701579,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,0.8793434789383485
2024-05-02,0.022031896042528,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.8987170830519932
2024-05-03,0.0598162168410101,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9524749389705512
2024-05-06,-0.0091067728214635,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,0.9438009660832091
2024-05-07,0.0037972593693247,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9473848231444463
2024-05-08,0.0018640350877192,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9491507816963602
2024-05-09,0.0100142278647257,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9586557939022501
2024-05-10,-0.0082353578588069,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,0.9507609203760464
2024-05-13,0.0176454520622779,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9675375266192292
2024-05-14,0.0061735022546705,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9735106217212913
2024-05-15,0.0122178946806807,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9854048719680062
2024-05-16,0.0006325110689437,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9860281514569171
2024-05-17,0.0001580278128949,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9861839713291447
2024-05-20,0.0061621109179965,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9922609463460252
2024-05-21,0.006857202680067,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9990650807666351
2024-05-22,-0.0075383415648556,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,0.9915337869422962
2024-05-23,-0.0210581456259822,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,0.9706539240637837
2024-05-24,0.0165881849315068,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9867553108606465
2024-05-28,5.263711969694107e-05,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9868072508180559
2024-05-29,0.001579030475288,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9883654495403328
2024-05-30,0.005255136896316,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9935594452812562
2024-05-31,0.0050185582100477,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,0.9985456811925428
2024-06-03,0.0092587776332899,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0077909936113867
2024-06-04,0.0016492295005927,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0094530722484822
2024-06-05,0.0078209416002059,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0173479457746861
2024-06-06,-0.0070965436258744,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.0101282916948024
2024-06-07,0.0123920197449609,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0226458214304281
2024-06-10,-0.0191477474732083,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.0030644574871468
2024-06-11,0.072649130074565,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0759362177323035
2024-06-12,0.0285783248853486,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1066846725185704
2024-06-13,0.0054911531421599,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.112761647535451
2024-06-14,-0.0081684092606422,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.1036721549888349
2024-06-17,0.0196715139535976,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.125383057185895
2024-06-18,-0.0109844463931323,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.113021347322497
2024-06-20,-0.0215129030752717,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.08907702695684
2024-06-21,-0.010444486837085,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.0777021762842176
2024-06-24,0.0031326810930645,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0810782735158178
2024-06-25,0.0044681464398963,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.0859086895548768
2024-06-26,0.0199933036781938,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1076195917519371
2024-06-27,0.0039859320046893,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1120344881317221
2024-06-28,-0.0162540868752918,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.0939593829533085
2024-07-01,0.0291045484759282,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1257985768451697
2024-07-02,0.016239907727797,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1440814418532206
2024-07-03,0.005811050074908,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1507297564016026
2024-07-05,0.0216204017151884,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1756089960006262
2024-07-08,0.0065388353804012,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.183296109697193
2024-07-09,0.0037749100166799,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1877629460343873
2024-07-10,0.0188035683050549,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.210097127720358
2024-07-11,-0.023220877328526,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.181997610761962
2024-07-12,0.0130509293843652,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.197423778112505
2024-07-15,0.0167432983430206,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.2174726016724697
2024-07-16,0.0017918088737201,0,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.2196540798836575
2024-07-17,-0.0252959713823354,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.1888017451825719
2024-07-18,-0.0205347780496329,0,0,-0.0,1.0122770323878627,0,-0.0,0.9374024144607651,1.1643899652002314
2024-07-19,0.0005798911588901,1,0,0.0,1.0122770323878627,0,0.0,0.9374024144607651,1.1650651846465514
2024-07-22,-0.0015603406000623,0,-1,0.0010603406000623,1.013350390823814,-1,0.0010603406000623,0.9383963802994142,1.1632472861372283
2024-07-23,0.0046883372030719,0,0,-0.0005,1.012843715628402,-1,-0.0046883372030719,0.9339968616384284,1.1687009816651979
2024-07-24,-0.0287542775876628,1,0,-0.0,1.012843715628402,-1,0.0287542775876628,0.9608532666639857,1.1350958292214228
2024-07-25,-0.0048046124279307,0,-1,0.004304612427930701,1.0172036152742476,-1,0.0048046124279307,0.9654697942104172,1.1296421336934532
2024-07-26,0.0021610188974205,0,0,-0.0005,1.0166950134666106,-1,-0.0021610188974205,0.9633833957402399,1.1320833116916873
2024-07-29,0.0012846393833731,0,0,0.0,1.0166950134666106,-1,-0.0012846393833731,0.9621457954887843,1.133537630499146
2024-07-30,0.0025659824046921,0,0,0.0,1.0166950134666106,0,-0.0005,0.96166472259104,1.1364462681140632
2024-07-31,0.0149908592321754,0,0,0.0,1.0166950134666106,0,0.0,0.96166472259104,1.1534825741442922
2024-08-01,-0.016750720461095,0,0,-0.0,1.0166950134666106,0,-0.0,0.96166472259104,1.1341609099880567
2024-08-02,0.0068693899981682,1,0,0.0,1.0166950134666106,0,0.0,0.96166472259104,1.141951903599442
2024-08-05,-0.0481670153734195,1,-1,0.0476670153734195,1.0651578303036024,-1,0.0476670153734195,1.0075044097068624,1.0869474887030621
2024-08-06,-0.0097481722177092,0,-1,0.0097481722177092,1.0755411722724435,-1,0.0097481722177092,1.0173257362027863,1.076351737391578
2024-08-07,0.0124981904164456,0,0,-0.0005,1.0750034016863073,-1,-0.0124981904164456,1.0046110054361732,1.08980418636057
2024-08-08,0.0166333047373941,0,0,0.0,1.0750034016863073,-1,-0.0166333047373941,0.9879010044402134,1.1079312314963934
2024-08-09,0.0137358773615865,0,0,0.0,1.0750034016863073,0,-0.0005,0.9874070539379934,1.1231496390172995
2024-08-12,0.0059655937846836,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1298498935230907
2024-08-13,0.0171930308463201,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1492754375941447
2024-08-14,0.0020337144664888,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1516127356775603
2024-08-15,0.0135305791087858,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1671947229003308
2024-08-16,0.0059184763260946,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.174102737235759
2024-08-19,-0.0007078080070781,0,0,-0.0,1.0750034016863073,0,-0.0,0.9874070539379934,1.1732716979172113
2024-08-20,0.0027446987471777,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.176491975276584
2024-08-21,-0.0004856297735198,0,0,-0.0,1.0750034016863073,0,-0.0,0.9874070539379934,1.1759206357450824
2024-08-22,-0.0082597173144876,0,0,-0.0,1.0750034016863073,0,-0.0,0.9874070539379934,1.1662078637095554
2024-08-23,0.0102881574845232,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1782059938710887
2024-08-26,0.0014988538176687,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1799719524230026
2024-08-27,0.0037415265428295,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.1843868488027876
2024-08-28,-0.0067534973468402,0,0,-0.0,1.0750034016863073,0,-0.0,0.9874070539379934,1.1763880953617656
2024-08-29,0.0145701796988828,0,0,0.0,1.0750034016863073,0,0.0,0.9874070539379934,1.193528281306813
2024-08-30,-0.0034379215805735,0,0,-0.0,1.0750034016863073,0,-0.0,0.9874070539379934,1.1894250246714835
2024-09-03,-0.0272052401746724,1,0,-0.0,1.0750034016863073,0,-0.0,0.9874070539379934,1.15706643120553
2024-09-04,-0.0086187547694932,1,-1,0.008118754769493199,1.0837310906809694,-1,0.008118754769493199,0.9954235696665837,1.147093959382957
2024-09-05,0.0069277790355444,0,-1,-0.0069277790355444,1.0762232411507822,-1,-0.0069277790355444,0.9885274951291608,1.15504077286657
2024-09-06,-0.0070150193362712,0,0,-0.0005,1.0756851295302068,-1,0.0070150193362712,0.9954620346219276,1.1469381395107292
2024-09-09,0.0004075717779186,0,0,0.0,1.0756851295302068,-1,-0.0004075717779186,0.9950563123906263,1.1474055991274124
2024-09-10,-0.0036213842741387,0,0,-0.0,1.0756851295302068,0,-0.0005,0.994558784234431,1.1432504025346737
2024-09-11,0.0115851165326426,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1564950916740284
2024-09-12,0.0004940267672686,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.15706643120553
2024-09-13,-0.00121201238946,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.1556640523554806
2024-09-16,-0.0277752808988764,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.1235651586765734
2024-09-17,0.0021727071005916,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1260063366748074
2024-09-18,0.0179897596752618,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1462629200644092
2024-09-19,0.0370655670850514,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1887498052251635
2024-09-20,-0.0029274260497226,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.1852698280787446
2024-09-23,-0.0075810692375108,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.176284215446947
2024-09-24,0.0039740362961981,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1809588116137781
2024-09-25,-0.0043981176056647,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.1757648158728549
2024-09-26,0.0050801784688783,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1817379109749169
2024-09-27,0.0011867088607593,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.183140289824966
2024-09-30,0.0228719434566926,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.2102010076351777
2024-10-01,-0.0291416309012875,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.174933776554307
2024-10-02,0.0025197825029839,0,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1778943541266333
2024-10-03,-0.0048946115177705,0,0,-0.0,1.0756851295302068,0,-0.0,0.994558784234431,1.1721290188542084
2024-10-04,0.0050073115611291,1,0,0.0,1.0756851295302068,0,0.0,0.994558784234431,1.1779982340414519
2024-10-07,-0.0225308641975309,1,-1,0.0220308641975309,1.0993834025381901,-1,0.0220308641975309,1.016469773746361,1.1514569158053327
2024-10-08,0.0184040777662501,0,-1,-0.0184040777662501,1.0791502649029527,-1,-0.0184040777662501,0.9977625849832904,1.1726484184283006
2024-10-09,0.0166984098861673,0,0,-0.0005,1.0786106897705012,-1,-0.0166984098861673,0.9811015363701575,1.1922297823715822
2024-10-10,-0.0021782695826435,0,0,-0.0,1.0786106897705012,-1,0.0021782695826435,0.9832386400043175,1.1896327845011203
2024-10-11,-0.0065054139015018,0,0,-0.0,1.0786106897705012,0,-0.0005,0.9827470206843154,1.1818937308471444
2024-10-14,0.016479894528675,0,0,0.0,1.0786106897705012,0,0.0,0.9827470206843154,1.2013712148756077
2024-10-15,0.0110246433203631,0,0,0.0,1.0786106897705012,0,0.0,0.9827470206843154,1.2146159040149627
2024-10-16,-0.0088518280949325,0,0,-0.0,1.0786106897705012,0,-0.0,0.9827470206843154,1.2038643328312513
2024-10-17,0.0015963413581845,0,0,0.0,1.0786106897705012,0,0.0,0.9827470206843154,1.2057861112553931
2024-10-18,0.0122765453370665,0,0,0.0,1.0786106897705012,0,0.0,0.9827470206843154,1.2205889991170251
2024-10-21,0.0062978723404254,0,0,0.0,1.0786106897705012,0,0.0,0.9827470206843154,1.2282761128135917
2024-10-22,-0.0026217861975641,0,0,-0.0,1.0786106897705012,0,-0.0,0.9827470206843154,1.2250558354542194
2024-10-23,-0.0216229966929535,0,0,-0.0,1.0786106897705012,0,-0.0,0.9827470206843154,1.1985664571755092
2024-10-24,-0.000823366267984,0,0,-0.0,1.0786106897705012,0,-0.0,0.9827470206843154,1.197579597984734
2024-10-25,0.0036431452487313,1,0,0.0,1.0786106897705012,0,0.0,0.9827470206843154,1.2019425544071096
2024-10-28,0.008599455511862,0,-1,-0.009099455511862,1.0687959197843158,-1,-0.009099455511862,0.9738045578901836,1.2122786059315473
2024-10-29,0.0011568123393315,0,0,-0.0005,1.0682615218244236,-1,-0.0011568123393315,0.972678048761519,1.2136809847815966
2024-10-30,-0.0152779560919245,1,0,-0.0,1.0682615218244236,-1,0.0152779560919245,0.9875385812820763,1.1951384199864996
2024-10-31,-0.0182094741416775,0,-1,0.0177094741416775,1.0871798716217222,-1,0.0182094741416775,1.005521139541841,1.17337557783203
2024-11-01,-0.0132796246292771,1,0,-0.0005,1.0866362816859114,-1,0.0132796246292771,1.0188740828317595,1.1577935906092596
2024-11-04,-0.004037503925351,1,-1,0.0035375039253510003,1.090480261797804,-1,0.004037503925351,1.0229877909406313,1.1531189944424285
2024-11-05,0.0064861943155714,0,-1,-0.0064861943155714,1.0834071949224882,-1,-0.0064861943155714,1.0163524933461332,1.1605983483093585
2024-11-06,-0.0032669501006936,1,0,-0.0005,1.082865491325027,-1,0.0032669501006936,1.0196728662266106,1.1568067314184844
2024-11-07,0.0213721264367816,0,-1,-0.0218721264367816,1.0591809203847384,-1,-0.0213721264367816,0.99788028880546,1.1815301511452805
2024-11-08,-0.0022859152452961,0,0,-0.0005,1.0586513299245461,-1,0.0022859152452961,1.0001613585706208,1.1788292733600005
2024-11-11,-0.0120285512865704,0,0,-0.0,1.0586513299245461,-1,0.0120285512865704,1.0121918507670333,1.1646496649872793
2024-11-12,0.0,1,0,0.0,1.0586513299245461,0,-0.0005,1.0116857548416498,1.1646496649872793
2024-11-13,0.003969138830665,0,-1,-0.0044691388306649996,1.0539200701578453,-1,-0.0044691388306649996,1.0071643907502563,1.1692723211967013
2024-11-14,0.0137704335465529,0,0,-0.0005,1.0533931101227665,-1,-0.0137704335465529,0.9932953004369754,1.1853737079935642
2024-11-15,-0.0141091928840592,0,0,-0.0,1.0533931101227665,-1,0.0141091928840592,1.0073098954216702,1.1686490417077906
2024-11-18,0.0134222222222222,0,0,0.0,1.0533931101227665,0,-0.0005,1.0068062404739593,1.1843349088453796
2024-11-19,0.001140250855188,0,0,0.0,1.0533931101227665,0,0.0,1.0068062404739593,1.1856853477380196
2024-11-20,0.003154021377256,0,0,0.0,1.0533931101227665,0,0.0,1.0068062404739593,1.1894250246714846
2024-11-21,-0.0020960698689955,0,0,-0.0,1.0533931101227665,0,-0.0,1.0068062404739593,1.1869319067158415
2024-11-22,0.0059075792053211,0,0,0.0,1.0533931101227665,0,0.0,1.0068062404739593,1.193943800966088
2024-11-25,0.0130508548309913,0,0,0.0,1.0533931101227665,0,0.0,1.0068062404739593,1.2095257881888586
2024-11-26,0.0094043887147334,0,0,0.0,1.0533931101227665,0,0.0,1.0068062404739593,1.220900638861481
2024-11-27,-0.0005530502850336,0,0,-0.0,1.0533931101227665,0,-0.0,1.0068062404739593,1.220225419415161
