date,market_return,baseline_position,baseline_return,baseline_equity,benchmark_equity,threshold_0.00_hold_1d_position,threshold_0.00_hold_1d_return,threshold_0.00_hold_1d_equity,threshold_0.00_hold_3d_position,threshold_0.00_hold_3d_return,threshold_0.00_hold_3d_equity,threshold_0.05_hold_1d_position,threshold_0.05_hold_1d_return,threshold_0.05_hold_1d_equity,threshold_0.05_hold_3d_position,threshold_0.05_hold_3d_return,threshold_0.05_hold_3d_equity
2022-01-18,-0.0188940890968971,-1.0,0.0188940890968971,1.0248225658555359,0.9562426085487413,-1.0,0.0188940890968971,1.0248225658555359,-1.0,0.0188940890968971,1.0248225658555359,-1.0,0.0188940890968971,1.0248225658555359,-1.0,0.0188940890968971,1.0248225658555359
2022-01-19,-0.0210247349823322,0.5,-0.011262367491166101,1.0132806375056311,0.93613786112519,0.5,-0.011262367491166101,1.0132806375056311,0.5,-0.011262367491166101,1.0132806375056311,0.5,-0.011262367491166101,1.0132806375056311,0.5,-0.011262367491166101,1.0132806375056311
2022-01-20,-0.0103471094266979,0.5,-0.00517355471334895,1.0080383746875188,0.9264515402376527,0.5,-0.00517355471334895,1.0080383746875188,0.5,-0.00517355471334895,1.0080383746875188,0.5,-0.00517355471334895,1.0080383746875188,0.5,-0.00517355471334895,1.0080383746875188
2022-01-21,-0.0127651814479362,0.5,-0.0063825907239681,1.0016044783078344,0.9146252182237992,0.5,-0.0063825907239681,1.0016044783078344,0.5,-0.0063825907239681,1.0016044783078344,0.5,-0.0063825907239681,1.0016044783078344,0.5,-0.0063825907239681,1.0016044783078344
2022-01-24,-0.0048642324979988,0.5,-0.0024321162489994,0.9991684597810713,0.9101762685138257,0.5,-0.0024321162489994,0.9991684597810713,0.5,-0.0024321162489994,0.9991684597810713,0.5,-0.0024321162489994,0.9991684597810713,0.5,-0.0024321162489994,0.9991684597810713
2022-01-25,-0.0113847296126716,0.5,-0.0056923648063358,0.9934808284050127,0.8998141577969254,0.5,-0.0056923648063358,0.9934808284050127,0.5,-0.0056923648063358,0.9934808284050127,0.5,-0.0056923648063358,0.9934808284050127,0.5,-0.0056923648063358,0.9934808284050127
2022-01-26,-0.0005632745024408,0.5,-0.0002816372512204,0.9932010271953605,0.8993073154249032,0.5,-0.0002816372512204,0.9932010271953605,0.5,-0.0002816372512204,0.9932010271953605,0.5,-0.0002816372512204,0.9932010271953605,0.5,-0.0002816372512204,0.9932010271953605
2022-01-27,-0.002943202454756,0.5,-0.001471601227378,0.9917394313447068,0.8966604719265646,0.5,-0.001471601227378,0.9917394313447068,0.5,-0.001471601227378,0.9917394313447068,0.5,-0.001471601227378,0.9917394313447068,0.5,-0.001471601227378,0.9917394313447068
2022-01-28,0.0697776661223466,0.5,0.0348888330611733,1.0263400628050754,0.9592273469617622,0.5,0.0348888330611733,1.0263400628050754,0.5,0.0348888330611733,1.0263400628050754,0.5,0.0348888330611733,1.0263400628050754,0.5,0.0348888330611733,1.0263400628050754
2022-01-31,0.0261257558856335,0.5,0.01306287794281675,1.039747017773321,0.9842878864673091,1.0,0.0258757558856335,1.0528973877258654,1.0,0.0258757558856335,1.0528973877258654,1.0,0.0258757558856335,1.0528973877258654,1.0,0.0258757558856335,1.0528973877258654
2022-02-01,-0.0009726513331044,0.5,-0.0004863256665522,1.0392413621118568,0.9833305175423782,0.5,-0.0007363256665522001,1.052122112355037,1.0,-0.0009726513331044,1.0518732856780717,0.5,-0.0007363256665522001,1.052122112355037,1.0,-0.0009726513331044,1.0518732856780717
